,country,conflict_id,year,best,start_date2,ep_end,ep_end_date,has_ended,start_year,end_year,duration
404,Egypt,391,2014,184,2014-04-24,1,2014-10-24,1,2014,2014,1
405,Egypt,391,2017,103,2017-07-14,0,2019-09-24,1,2017,2019,3
406,Egypt,391,2018,28,2017-07-14,0,2019-09-24,1,2017,2019,3
407,Egypt,391,2019,48,2017-07-14,1,2019-09-24,1,2017,2019,3
408,El Salvador,316,1989,4924,1979-09-14,0,1991-11-18,1,1979,1991,13
409,El Salvador,316,1990,849,1979-09-14,0,1991-11-18,1,1979,1991,13
410,El Salvador,316,1991,88,1979-09-14,1,1991-11-18,1,1979,1991,13
411,Eritrea,326,1997,31,1997-06-30,1,1997-06-30,1,1997,1997,1
412,Eritrea,326,1999,25,1999-04-04,1,1999-11-29,1,1999,1999,1
413,Eritrea,326,2003,57,2003-07-17,1,2003-08-09,1,2003,2003,1
414,Eritrea,409,1998,792,1998-05-31,0,2000-06-18,1,1998,2000,3
415,Ethiopia,409,1998,208,1998-05-31,0,2000-06-18,1,1998,2000,3
416,Eritrea,409,1999,17178,1998-05-31,0,2000-06-18,1,1998,2000,3
417,Ethiopia,409,1999,30014,1998-05-31,0,2000-06-18,1,1998,2000,3
418,Eritrea,409,2000,1793,1998-05-31,1,2000-06-18,1,1998,2000,3
419,Ethiopia,409,2000,48207,1998-05-31,1,2000-06-18,1,1998,2000,3
420,Eritrea,409,2016,25,2016-06-13,1,2016-06-13,1,2016,2016,1
421,Ethiopia,267,1989,18403,1976-06-02,0,1991-05-28,1,1976,1991,16
422,Ethiopia,267,1990,18985,1976-06-02,0,1991-05-28,1,1976,1991,16
423,Ethiopia,267,1991,4518,1976-06-02,1,1991-05-28,1,1976,1991,16
424,Ethiopia,275,1989,5930,1964-03-15,0,1991-05-31,1,1964,1991,28
425,Ethiopia,275,1990,30633,1964-03-15,0,1991-05-31,1,1964,1991,28
426,Ethiopia,275,1991,6907,1964-03-15,1,1991-05-31,1,1964,1991,28
427,Ethiopia,309,2011,2,1983-05-17,0,2018-12-16,1,1983,2018,36
428,Sudan,309,2011,1257,1983-05-17,0,2018-12-16,1,1983,2018,36
429,Ethiopia,329,1993,36,1993-10-13,0,1994-02-26,1,1993,1994,2
430,Ethiopia,329,1994,50,1993-10-13,1,1994-02-26,1,1993,1994,2
431,Ethiopia,329,1996,27,1996-08-09,1,1996-12-31,1,1996,1996,1
432,Somalia,329,1996,184,1996-08-09,1,1996-12-31,1,1996,1996,1
433,Ethiopia,329,1998,25,1998-12-31,0,2016-12-31,1,1998,2016,19
434,Ethiopia,329,1999,50,1998-12-31,0,2016-12-31,1,1998,2016,19
435,Somalia,329,1999,0,1998-12-31,0,2016-12-31,1,1998,2016,19
436,Ethiopia,329,2000,25,1998-12-31,0,2016-12-31,1,1998,2016,19
437,Ethiopia,329,2001,25,1998-12-31,0,2016-12-31,1,1998,2016,19
438,Ethiopia,329,2002,25,1998-12-31,0,2016-12-31,1,1998,2016,19
439,Ethiopia,329,2003,25,1998-12-31,0,2016-12-31,1,1998,2016,19
440,Ethiopia,329,2004,25,1998-12-31,0,2016-12-31,1,1998,2016,19
441,Somalia,329,2004,0,1998-12-31,0,2016-12-31,1,1998,2016,19
442,Ethiopia,329,2005,58,1998-12-31,0,2016-12-31,1,1998,2016,19
443,Ethiopia,329,2006,25,1998-12-31,0,2016-12-31,1,1998,2016,19
444,Ethiopia,329,2007,152,1998-12-31,0,2016-12-31,1,1998,2016,19
445,Ethiopia,329,2008,25,1998-12-31,0,2016-12-31,1,1998,2016,19
446,Ethiopia,329,2009,473,1998-12-31,0,2016-12-31,1,1998,2016,19
447,Ethiopia,329,2010,126,1998-12-31,0,2016-12-31,1,1998,2016,19
448,Somalia,329,2010,0,1998-12-31,0,2016-12-31,1,1998,2016,19
449,Ethiopia,329,2011,24,1998-12-31,0,2016-12-31,1,1998,2016,19
450,Kenya,329,2011,1,1998-12-31,0,2016-12-31,1,1998,2016,19
451,Ethiopia,329,2012,25,1998-12-31,0,2016-12-31,1,1998,2016,19
452,Ethiopia,329,2013,52,1998-12-31,0,2016-12-31,1,1998,2016,19
453,Ethiopia,329,2014,25,1998-12-31,0,2016-12-31,1,1998,2016,19
454,Ethiopia,329,2015,25,1998-12-31,0,2016-12-31,1,1998,2016,19
455,Ethiopia,329,2016,25,1998-12-31,1,2016-12-31,1,1998,2016,19
456,Ethiopia,363,1996,25,1996-12-31,1,1996-12-31,1,1996,1996,1
457,Ethiopia,413,1989,25,1983-07-31,0,1992-06-30,1,1983,1992,10
458,Ethiopia,413,1990,80,1983-07-31,0,1992-06-30,1,1983,1992,10
459,Ethiopia,413,1991,700,1983-07-31,0,1992-06-30,1,1983,1992,10
460,Ethiopia,413,1992,165,1983-07-31,1,1992-06-30,1,1983,1992,10
461,Ethiopia,413,1994,25,1994-12-31,0,1995-12-31,1,1994,1995,2
462,Ethiopia,413,1995,25,1994-12-31,1,1995-12-31,1,1994,1995,2
463,Ethiopia,413,1998,25,1998-12-31,0,2013-12-31,1,1998,2013,16
464,Ethiopia,413,1999,665,1998-12-31,0,2013-12-31,1,1998,2013,16
465,Kenya,413,1999,18,1998-12-31,0,2013-12-31,1,1998,2013,16
466,Ethiopia,413,2000,25,1998-12-31,0,2013-12-31,1,1998,2013,16
467,Ethiopia,413,2001,15,1998-12-31,0,2013-12-31,1,1998,2013,16
468,Kenya,413,2001,10,1998-12-31,0,2013-12-31,1,1998,2013,16
469,Ethiopia,413,2002,25,1998-12-31,0,2013-12-31,1,1998,2013,16
470,Ethiopia,413,2003,25,1998-12-31,0,2013-12-31,1,1998,2013,16
471,Ethiopia,413,2004,25,1998-12-31,0,2013-12-31,1,1998,2013,16
472,Ethiopia,413,2005,25,1998-12-31,0,2013-12-31,1,1998,2013,16
473,Ethiopia,413,2006,25,1998-12-31,0,2013-12-31,1,1998,2013,16
474,Ethiopia,413,2007,25,1998-12-31,0,2013-12-31,1,1998,2013,16
475,Ethiopia,413,2008,25,1998-12-31,0,2013-12-31,1,1998,2013,16
476,Ethiopia,413,2009,42,1998-12-31,0,2013-12-31,1,1998,2013,16
477,Ethiopia,413,2010,25,1998-12-31,0,2013-12-31,1,1998,2013,16
478,Ethiopia,413,2011,25,1998-12-31,0,2013-12-31,1,1998,2013,16
479,Ethiopia,413,2012,25,1998-12-31,0,2013-12-31,1,1998,2013,16
480,Ethiopia,413,2013,25,1998-12-31,1,2013-12-31,1,1998,2013,16
481,Ethiopia,413,2015,24,2015-12-31,0,2016-12-31,1,2015,2016,2
482,Kenya,413,2015,1,2015-12-31,0,2016-12-31,1,2015,2016,2
483,Ethiopia,413,2016,25,2015-12-31,1,2016-12-31,1,2015,2016,2
484,Ethiopia,11447,1991,100,1991-10-10,1,1991-10-10,1,1991,1991,1
485,Ethiopia,14935,2019,27,2019-06-22,1,2019-06-24,1,2019,2019,1
486,France,234,1992,0,1949-12-31,0,1996-09-30,1,1949,1996,48
487,Israel,234,1992,29,1949-12-31,0,1996-09-30,1,1949,1996,48
488,Lebanon,234,1992,4,1949-12-31,0,1996-09-30,1,1949,1996,48
489,France,352,1996,0,1984-09-01,0,2001-12-12,1,1984,2001,18
490,Sri Lanka,352,1996,3868,1984-09-01,0,2001-12-12,1,1984,2001,18
491,Georgia,380,1991,52,1991-12-28,0,1993-11-16,1,1991,1993,3
492,Georgia,380,1992,71,1991-12-28,0,1993-11-16,1,1991,1993,3
493,Georgia,380,1993,152,1991-12-28,1,1993-11-16,1,1991,1993,3
494,Georgia,392,1992,566,1992-08-17,0,1993-11-29,1,1992,1993,2
495,Georgia,392,1993,1611,1992-08-17,1,1993-11-29,1,1992,1993,2
496,Georgia,393,1992,134,1992-06-08,1,1992-08-14,1,1992,1992,1
497,Georgia,393,2004,27,2004-08-19,1,2004-10-12,1,2004,2004,1
498,Georgia,393,2008,621,2008-08-12,1,2008-11-09,1,2008,2008,1
499,Georgia,401,2002,0,1999-08-11,0,2007-10-06,1,1999,2007,9
500,Russia (Soviet Union),401,2002,1289,1999-08-11,0,2007-10-06,1,1999,2007,9
501,Germany,315,1989,3,1971-08-31,0,1991-11-26,1,1971,1991,21
502,United Kingdom,315,1989,35,1971-08-31,0,1991-11-26,1,1971,1991,21
503,Germany,315,1990,1,1971-08-31,0,1991-11-26,1,1971,1991,21
504,Netherlands,315,1990,2,1971-08-31,0,1991-11-26,1,1971,1991,21
505,United Kingdom,315,1990,41,1971-08-31,0,1991-11-26,1,1971,1991,21
506,Guatemala,233,1989,82,1965-12-31,0,1995-12-31,1,1965,1995,31
507,Guatemala,233,1990,83,1965-12-31,0,1995-12-31,1,1965,1995,31
508,Guatemala,233,1991,72,1965-12-31,0,1995-12-31,1,1965,1995,31
509,Guatemala,233,1992,67,1965-12-31,0,1995-12-31,1,1965,1995,31
510,Guatemala,233,1993,58,1965-12-31,0,1995-12-31,1,1965,1995,31
511,Guatemala,233,1994,37,1965-12-31,0,1995-12-31,1,1965,1995,31
512,Guatemala,233,1995,27,1965-12-31,1,1995-12-31,1,1965,1995,31
513,Guinea,307,2000,217,2000-09-17,0,2001-07-19,1,2000,2001,2
514,Guinea,307,2001,430,2000-09-17,1,2001-07-19,1,2000,2001,2
515,Liberia,307,2001,0,2000-09-17,1,2001-07-19,1,2000,2001,2
516,Sierra Leone,307,2001,2,2000-09-17,1,2001-07-19,1,2000,2001,2
517,Guinea-Bissau,375,1992,2,1992-09-01,0,1993-11-16,1,1992,1993,2
518,Senegal,375,1992,76,1992-09-01,0,1993-11-16,1,1992,1993,2
519,Guinea-Bissau,375,2000,0,2000-04-11,0,2001-12-07,1,2000,2001,2
520,Senegal,375,2000,47,2000-04-11,0,2001-12-07,1,2000,2001,2
521,Guinea-Bissau,410,1998,505,1998-06-07,0,1999-05-07,1,1998,1999,2
522,Guinea-Bissau,410,1999,199,1998-06-07,1,1999-05-07,1,1998,1999,2
523,Haiti,381,1989,48,1989-04-08,1,1989-04-08,1,1989,1989,1
524,Haiti,381,1991,160,1991-10-02,1,1991-10-02,1,1991,1991,1
525,Haiti,381,2004,207,2004-02-08,1,2004-11-19,1,2004,2004,1
526,India,218,1989,25,1989-12-31,0,1992-12-31,1,1989,1992,4
527,India,218,1990,25,1989-12-31,0,1992-12-31,1,1989,1992,4
528,Pakistan,218,1990,3,1989-12-31,0,1992-12-31,1,1989,1992,4
529,India,218,1991,72,1989-12-31,0,1992-12-31,1,1989,1992,4
530,Pakistan,218,1991,27,1989-12-31,0,1992-12-31,1,1989,1992,4
531,India,218,1992,25,1989-12-31,1,1992-12-31,1,1989,1992,4
532,India,218,1994,6,1994-06-28,1,1994-11-28,1,1994,1994,1
533,Pakistan,218,1994,36,1994-06-28,1,1994-11-28,1,1994,1994,1
534,India,218,1996,30,1996-12-31,0,2003-11-22,1,1996,2003,8
535,Pakistan,218,1996,5,1996-12-31,0,2003-11-22,1,1996,2003,8
536,India,218,1997,82,1996-12-31,0,2003-11-22,1,1996,2003,8
537,Pakistan,218,1997,45,1996-12-31,0,2003-11-22,1,1996,2003,8
538,India,218,1998,95,1996-12-31,0,2003-11-22,1,1996,2003,8
539,Pakistan,218,1998,52,1996-12-31,0,2003-11-22,1,1996,2003,8
540,India,218,1999,902,1996-12-31,0,2003-11-22,1,1996,2003,8
541,Pakistan,218,1999,32,1996-12-31,0,2003-11-22,1,1996,2003,8
542,India,218,2000,140,1996-12-31,0,2003-11-22,1,1996,2003,8
543,Pakistan,218,2000,58,1996-12-31,0,2003-11-22,1,1996,2003,8
544,India,218,2001,30,1996-12-31,0,2003-11-22,1,1996,2003,8
545,Pakistan,218,2001,16,1996-12-31,0,2003-11-22,1,1996,2003,8
546,India,218,2002,82,1996-12-31,0,2003-11-22,1,1996,2003,8
547,Pakistan,218,2002,130,1996-12-31,0,2003-11-22,1,1996,2003,8
548,India,218,2003,89,1996-12-31,1,2003-11-22,1,1996,2003,8
549,Pakistan,218,2003,148,1996-12-31,1,2003-11-22,1,1996,2003,8
550,India,218,2013,16,2013-10-04,0,2020-12-30,1,2013,2020,8
551,Pakistan,218,2013,15,2013-10-04,0,2020-12-30,1,2013,2020,8
552,India,218,2014,31,2013-10-04,0,2020-12-30,1,2013,2020,8
553,Pakistan,218,2014,18,2013-10-04,0,2020-12-30,1,2013,2020,8
554,India,218,2015,32,2013-10-04,0,2020-12-30,1,2013,2020,8
555,Pakistan,218,2015,31,2013-10-04,0,2020-12-30,1,2013,2020,8
556,India,218,2016,44,2013-10-04,0,2020-12-30,1,2013,2020,8
557,Pakistan,218,2016,56,2013-10-04,0,2020-12-30,1,2013,2020,8
558,India,218,2017,59,2013-10-04,0,2020-12-30,1,2013,2020,8
559,Pakistan,218,2017,92,2013-10-04,0,2020-12-30,1,2013,2020,8
560,India,218,2018,102,2013-10-04,0,2020-12-30,1,2013,2020,8
561,Pakistan,218,2018,27,2013-10-04,0,2020-12-30,1,2013,2020,8
562,India,218,2019,111,2013-10-04,0,2020-12-30,1,2013,2020,8
563,Pakistan,218,2019,53,2013-10-04,0,2020-12-30,1,2013,2020,8
564,India,218,2020,96,2013-10-04,1,2020-12-30,1,2013,2020,8
565,Pakistan,218,2020,66,2013-10-04,1,2020-12-30,1,2013,2020,8
566,India,227,1991,78,1991-07-16,0,1994-12-02,1,1991,1994,4
567,India,227,1992,322,1991-07-16,0,1994-12-02,1,1991,1994,4
568,India,227,1993,182,1991-07-16,0,1994-12-02,1,1991,1994,4
569,India,227,1994,68,1991-07-16,1,1994-12-02,1,1991,1994,4
570,India,251,1992,47,1992-08-05,0,1997-07-22,1,1992,1997,6
571,India,251,1993,92,1992-08-05,0,1997-07-22,1,1992,1997,6
572,India,251,1994,60,1992-08-05,0,1997-07-22,1,1992,1997,6
573,India,251,1995,95,1992-08-05,0,1997-07-22,1,1992,1997,6
574,India,251,1996,40,1992-08-05,0,1997-07-22,1,1992,1997,6
575,India,251,1997,37,1992-08-05,1,1997-07-22,1,1992,1997,6
576,India,251,2000,30,2000-09-13,1,2000-09-13,1,2000,2000,1
577,India,274,2020,25,2020-08-30,1,2020-08-30,1,2020,2020,1
578,India,335,1992,29,1992-10-12,1,1992-12-31,1,1992,1992,1
579,India,335,1997,72,1997-06-10,1,1997-11-07,1,1997,1997,1
580,India,335,1999,32,1999-09-26,0,2004-12-28,1,1999,2004,6
581,India,335,2000,61,1999-09-26,0,2004-12-28,1,1999,2004,6
582,India,335,2001,32,1999-09-26,0,2004-12-28,1,1999,2004,6
583,India,335,2002,40,1999-09-26,0,2004-12-28,1,1999,2004,6
584,India,335,2003,32,1999-09-26,0,2004-12-28,1,1999,2004,6
585,India,335,2004,26,1999-09-26,1,2004-12-28,1,1999,2004,6
586,India,347,1993,25,1993-12-31,0,1996-12-19,1,1993,1996,4
587,India,347,1994,25,1993-12-31,0,1996-12-19,1,1993,1996,4
588,India,347,1995,25,1993-12-31,0,1996-12-19,1,1993,1996,4
589,India,347,1996,28,1993-12-31,1,1996-12-19,1,1993,1996,4
590,India,347,1998,25,1998-12-31,0,2000-12-20,1,1998,2000,3
591,India,347,1999,31,1998-12-31,0,2000-12-20,1,1998,2000,3
592,India,347,2000,60,1998-12-31,1,2000-12-20,1,1998,2000,3
593,India,347,2003,27,2003-07-21,0,2009-12-28,1,2003,2009,7
594,India,347,2004,60,2003-07-21,0,2009-12-28,1,2003,2009,7
595,India,347,2005,47,2003-07-21,0,2009-12-28,1,2003,2009,7
596,India,347,2006,73,2003-07-21,0,2009-12-28,1,2003,2009,7
597,India,347,2007,45,2003-07-21,0,2009-12-28,1,2003,2009,7
598,India,347,2008,99,2003-07-21,0,2009-12-28,1,2003,2009,7
599,India,347,2009,96,2003-07-21,1,2009-12-28,1,2003,2009,7
600,India,351,1989,905,1983-12-31,0,1993-12-24,1,1983,1993,11
601,India,351,1990,1839,1983-12-31,0,1993-12-24,1,1983,1993,11
602,India,351,1991,2673,1983-12-31,0,1993-12-24,1,1983,1993,11
603,India,351,1992,2390,1983-12-31,0,1993-12-24,1,1983,1993,11
604,India,351,1993,358,1983-12-31,1,1993-12-24,1,1983,1993,11
605,India,365,1990,30,1990-11-30,1,1990-11-30,1,1990,1990,1
606,India,365,1994,25,1994-12-31,0,2010-10-16,1,1994,2010,17
607,India,365,1995,29,1994-12-31,0,2010-10-16,1,1994,2010,17
608,India,365,1996,48,1994-12-31,0,2010-10-16,1,1994,2010,17
609,India,365,1997,112,1994-12-31,0,2010-10-16,1,1994,2010,17
610,India,365,1998,55,1994-12-31,0,2010-10-16,1,1994,2010,17
611,India,365,1999,53,1994-12-31,0,2010-10-16,1,1994,2010,17
612,India,365,2000,87,1994-12-31,0,2010-10-16,1,1994,2010,17
613,India,365,2001,113,1994-12-31,0,2010-10-16,1,1994,2010,17
614,India,365,2002,59,1994-12-31,0,2010-10-16,1,1994,2010,17
615,India,365,2003,43,1994-12-31,0,2010-10-16,1,1994,2010,17
616,India,365,2004,70,1994-12-31,0,2010-10-16,1,1994,2010,17
617,India,365,2005,78,1994-12-31,0,2010-10-16,1,1994,2010,17
618,India,365,2006,49,1994-12-31,0,2010-10-16,1,1994,2010,17
619,India,365,2007,114,1994-12-31,0,2010-10-16,1,1994,2010,17
620,India,365,2008,75,1994-12-31,0,2010-10-16,1,1994,2010,17
621,India,365,2009,63,1994-12-31,0,2010-10-16,1,1994,2010,17
622,India,365,2010,32,1994-12-31,1,2010-10-16,1,1994,2010,17
623,India,421,1989,72,1989-03-16,0,1990-12-31,1,1989,1990,2
624,India,421,1990,25,1989-03-16,1,1990-12-31,1,1989,1990,2
625,India,421,1994,36,1994-07-23,1,1994-07-24,1,1994,1994,1
626,India,421,1996,25,1996-10-28,0,1999-10-07,1,1996,1999,4
627,India,421,1998,31,1996-10-28,0,1999-10-07,1,1996,1999,4
628,India,421,1999,33,1996-10-28,1,1999-10-07,1,1996,1999,4
629,India,421,2001,77,2001-08-04,0,2004-11-03,1,2001,2004,4
630,India,421,2002,44,2001-08-04,0,2004-11-03,1,2001,2004,4
631,India,421,2003,109,2001-08-04,0,2004-11-03,1,2001,2004,4
632,India,421,2004,27,2001-08-04,1,2004-11-03,1,2001,2004,4
633,India,421,2009,73,2009-06-11,0,2010-11-08,1,2009,2010,2
634,India,421,2010,57,2009-06-11,1,2010-11-08,1,2009,2010,2
635,India,421,2013,28,2013-12-11,0,2014-12-31,1,2013,2014,2
636,India,421,2014,39,2013-12-11,1,2014-12-31,1,2013,2014,2
637,India,434,2008,25,2008-12-04,1,2008-12-22,1,2008,2008,1
638,India,11342,2012,27,2012-11-15,1,2012-12-21,1,2012,2012,1
639,India,11342,2014,26,2014-07-01,1,2014-11-27,1,2014,2014,1
640,India,11475,2000,3,2000-02-28,0,2001-05-18,1,2000,2001,2
641,Myanmar (Burma),11475,2000,40,2000-02-28,0,2001-05-18,1,2000,2001,2
642,India,13653,2015,161,2015-06-04,0,2018-12-03,1,2015,2018,4
643,India,13653,2016,47,2015-06-04,0,2018-12-03,1,2015,2018,4
644,India,13653,2017,39,2015-06-04,0,2018-12-03,1,2015,2018,4
645,India,13653,2018,27,2015-06-04,1,2018-12-03,1,2015,2018,4
646,Indonesia,291,2018,25,2018-12-02,1,2018-12-02,1,2018,2018,1
647,Indonesia,330,1992,39,1992-12-15,1,1992-12-15,1,1992,1992,1
648,Indonesia,330,1997,51,1997-05-31,0,1999-09-22,1,1997,1999,3
649,Indonesia,330,1998,30,1997-05-31,0,1999-09-22,1,1997,1999,3
650,Indonesia,330,1999,26,1997-05-31,1,1999-09-22,1,1997,1999,3
651,Indonesia,366,1990,72,1990-06-06,0,1991-12-28,1,1990,1991,2
652,Indonesia,366,1991,58,1990-06-06,1,1991-12-28,1,1990,1991,2
653,Indonesia,366,1999,187,1999-06-01,0,2005-10-12,1,1999,2005,7
654,Indonesia,366,2000,286,1999-06-01,0,2005-10-12,1,1999,2005,7
655,Indonesia,366,2001,278,1999-06-01,0,2005-10-12,1,1999,2005,7
656,Indonesia,366,2002,466,1999-06-01,0,2005-10-12,1,1999,2005,7
657,Indonesia,366,2003,868,1999-06-01,0,2005-10-12,1,1999,2005,7
658,Indonesia,366,2004,935,1999-06-01,0,2005-10-12,1,1999,2005,7
659,Indonesia,366,2005,213,1999-06-01,1,2005-10-12,1,1999,2005,7
660,Iran,205,1990,31,1990-07-10,1,1990-08-17,1,1990,1990,1
661,Iran,205,1993,99,1993-09-12,1,1993-11-11,1,1993,1993,1
662,Iraq,205,1993,11,1993-09-12,1,1993-11-11,1,1993,1993,1
663,Iran,205,1996,23,1996-07-28,1,1996-07-28,1,1996,1996,1
664,Iraq,205,1996,4,1996-07-28,1,1996-07-28,1,1996,1996,1
665,Iran,205,2016,22,2016-09-07,1,2016-12-20,1,2016,2016,1
666,Iraq,205,2016,8,2016-09-07,1,2016-12-20,1,2016,2016,1
667,Iran,205,2018,32,2018-08-11,1,2018-10-12,1,2018,2018,1
668,Iraq,205,2018,12,2018-08-11,1,2018-10-12,1,2018,2018,1
669,Iran,271,1996,11,1995-03-14,1,1996-09-30,1,1995,1996,2
670,Iraq,271,1996,345,1995-03-14,1,1996-09-30,1,1995,1996,2
671,Iran,338,1991,44,1991-04-03,1,1991-04-03,1,1991,1991,1
672,Iraq,338,1991,1,1991-04-03,1,1991-04-03,1,1991,1991,1
673,Iran,338,1993,54,1993-04-09,1,1993-12-11,1,1993,1993,1
674,Iraq,338,1993,22,1993-04-09,1,1993-12-11,1,1993,1993,1
675,Italy,338,1993,0,1993-04-09,1,1993-12-11,1,1993,1993,1
676,Pakistan,338,1993,0,1993-04-09,1,1993-12-11,1,1993,1993,1
677,Iran,338,1997,37,1997-02-18,1,1997-11-02,1,1997,1997,1
678,Iraq,338,1997,1,1997-02-18,1,1997-11-02,1,1997,1997,1
679,Iran,338,1999,19,1999-11-25,0,2001-09-16,1,1999,2001,3
680,Iraq,338,1999,9,1999-11-25,0,2001-09-16,1,1999,2001,3
681,Iran,338,2000,40,1999-11-25,0,2001-09-16,1,1999,2001,3
682,Iraq,338,2000,0,1999-11-25,0,2001-09-16,1,1999,2001,3
683,Iran,338,2001,112,1999-11-25,1,2001-09-16,1,1999,2001,3
684,Iraq,338,2001,7,1999-11-25,1,2001-09-16,1,1999,2001,3
685,Iran,338,2005,28,2005-08-07,0,2011-12-27,1,2005,2011,7
686,Iran,338,2006,52,2005-08-07,0,2011-12-27,1,2005,2011,7
687,Iraq,338,2006,5,2005-08-07,0,2011-12-27,1,2005,2011,7
688,Iran,338,2007,86,2005-08-07,0,2011-12-27,1,2005,2011,7
689,Iraq,338,2007,0,2005-08-07,0,2011-12-27,1,2005,2011,7
690,Iran,338,2008,117,2005-08-07,0,2011-12-27,1,2005,2011,7
691,Iraq,338,2008,4,2005-08-07,0,2011-12-27,1,2005,2011,7
692,Pakistan,338,2008,0,2005-08-07,0,2011-12-27,1,2005,2011,7
693,Iran,338,2009,133,2005-08-07,0,2011-12-27,1,2005,2011,7
694,Iran,338,2010,74,2005-08-07,0,2011-12-27,1,2005,2011,7
695,Iran,338,2011,219,2005-08-07,1,2011-12-27,1,2005,2011,7
696,Iraq,338,2011,23,2005-08-07,1,2011-12-27,1,2005,2011,7
697,Iran,14268,2017,27,2017-06-11,1,2017-06-11,1,2017,2017,1
698,Iraq,259,1991,237,1991-04-24,0,1996-10-25,1,1991,1996,6
699,Iraq,259,1992,280,1991-04-24,0,1996-10-25,1,1991,1996,6
700,Iraq,259,1993,75,1991-04-24,0,1996-10-25,1,1991,1996,6
701,Iraq,259,1994,34,1991-04-24,0,1996-10-25,1,1991,1996,6
702,Iraq,259,1995,325,1991-04-24,0,1996-10-25,1,1991,1996,6
703,Iraq,259,1996,42,1991-04-24,1,1996-10-25,1,1991,1996,6
704,Iraq,271,1989,50,1973-07-31,0,1992-03-13,1,1973,1992,20
705,Iraq,271,1990,94,1973-07-31,0,1992-03-13,1,1973,1992,20
706,Iraq,271,1991,1247,1973-07-31,0,1992-03-13,1,1973,1992,20
707,Iraq,271,1992,26,1973-07-31,1,1992-03-13,1,1973,1992,20
708,Iraq,271,1995,262,1995-03-14,0,1996-09-30,1,1995,1996,2
709,Iraq,354,1991,6,1984-08-15,0,2013-03-12,1,1984,2013,30
710,Turkey,354,1991,347,1984-08-15,0,2013-03-12,1,1984,2013,30
711,Iraq,354,1992,21,1984-08-15,0,2013-03-12,1,1984,2013,30
712,Turkey,354,1992,1616,1984-08-15,0,2013-03-12,1,1984,2013,30
713,Iraq,354,1994,185,1984-08-15,0,2013-03-12,1,1984,2013,30
714,Turkey,354,1994,3920,1984-08-15,0,2013-03-12,1,1984,2013,30
715,Iraq,354,1995,70,1984-08-15,0,2013-03-12,1,1984,2013,30
716,Turkey,354,1995,3100,1984-08-15,0,2013-03-12,1,1984,2013,30
717,Iraq,354,1996,184,1984-08-15,0,2013-03-12,1,1984,2013,30
718,Turkey,354,1996,3330,1984-08-15,0,2013-03-12,1,1984,2013,30
719,Iraq,354,1997,2019,1984-08-15,0,2013-03-12,1,1984,2013,30
720,Turkey,354,1997,2317,1984-08-15,0,2013-03-12,1,1984,2013,30
721,Iraq,354,1998,49,1984-08-15,0,2013-03-12,1,1984,2013,30
722,Turkey,354,1998,1994,1984-08-15,0,2013-03-12,1,1984,2013,30
723,Iraq,354,1999,262,1984-08-15,0,2013-03-12,1,1984,2013,30
724,Turkey,354,1999,1138,1984-08-15,0,2013-03-12,1,1984,2013,30
725,Iraq,354,2000,53,1984-08-15,0,2013-03-12,1,1984,2013,30
726,Turkey,354,2000,123,1984-08-15,0,2013-03-12,1,1984,2013,30
727,Iraq,354,2001,29,1984-08-15,0,2013-03-12,1,1984,2013,30
728,Turkey,354,2001,103,1984-08-15,0,2013-03-12,1,1984,2013,30
729,Iraq,354,2002,26,1984-08-15,0,2013-03-12,1,1984,2013,30
730,Turkey,354,2002,28,1984-08-15,0,2013-03-12,1,1984,2013,30
731,Iraq,354,2003,0,1984-08-15,0,2013-03-12,1,1984,2013,30
732,Turkey,354,2003,82,1984-08-15,0,2013-03-12,1,1984,2013,30
733,Iraq,354,2004,1,1984-08-15,0,2013-03-12,1,1984,2013,30
734,Turkey,354,2004,194,1984-08-15,0,2013-03-12,1,1984,2013,30
735,Iraq,354,2007,5,1984-08-15,0,2013-03-12,1,1984,2013,30
736,Turkey,354,2007,494,1984-08-15,0,2013-03-12,1,1984,2013,30
737,Iraq,354,2008,117,1984-08-15,0,2013-03-12,1,1984,2013,30
738,Turkey,354,2008,471,1984-08-15,0,2013-03-12,1,1984,2013,30
739,Iraq,354,2009,9,1984-08-15,0,2013-03-12,1,1984,2013,30
740,Turkey,354,2009,138,1984-08-15,0,2013-03-12,1,1984,2013,30
741,Iraq,354,2010,129,1984-08-15,0,2013-03-12,1,1984,2013,30
742,Turkey,354,2010,223,1984-08-15,0,2013-03-12,1,1984,2013,30
743,Iraq,354,2011,190,1984-08-15,0,2013-03-12,1,1984,2013,30
744,Turkey,354,2011,402,1984-08-15,0,2013-03-12,1,1984,2013,30
745,Iraq,354,2012,73,1984-08-15,0,2013-03-12,1,1984,2013,30
746,Turkey,354,2012,780,1984-08-15,0,2013-03-12,1,1984,2013,30
747,Iraq,354,2013,11,1984-08-15,1,2013-03-12,1,1984,2013,30
748,Turkey,354,2013,20,1984-08-15,1,2013-03-12,1,1984,2013,30
749,Iraq,371,1991,21252,1990-08-02,1,1991-03-01,1,1990,1991,2
750,Kuwait,371,1991,446,1990-08-02,1,1991-03-01,1,1990,1991,2
751,Philippines,371,1991,1,1990-08-02,1,1991-03-01,1,1990,1991,2
752,Saudi Arabia,371,1991,91,1990-08-02,1,1991-03-01,1,1990,1991,2
753,Iraq,420,2003,7927,2003-03-23,1,2003-04-28,1,2003,2003,1
