country,conflict_id,start_year,end_year,duration,best,avg_deaths,HR_before,HR_after,HR_rel_change,CV_global_homicides,CV_pop,IV_deaths_cat
Chad,309,1983,2018,36,4,-2.1972245773362196,,,,5.774733653,16.55491258071927,low
Chad,386,1991,2018,28,50,0.5798184952529422,,,,5.774733653,16.55491258071927,low
Chad,13640,2015,2015,1,272,5.605802066295998,,,,5.911968893,16.462463137903494,medium
China,439,2009,2009,1,2,0.6931471805599453,1.4126118204,0.8305636248000001,0.5879630998449489,6.066836418,21.009391699130887,low
China,439,2014,2015,2,5,0.9162907318741551,0.9019704371999999,0.566649714,0.6282353507716495,5.911968893,21.045247881693836,low
China,11349,2008,2008,1,36,3.58351893845611,1.5646788195999999,0.9019704371999999,0.576457242151832,6.010090245,21.004417885122038,medium
Comoros,362,1989,1989,1,29,3.367295829986474,,,,,12.89831441633038,medium
Comoros,407,1997,1997,1,56,4.02535169073515,,,,,13.12626575322157,medium
"Congo, Rep.",408,1993,1993,1,53,3.970291913552122,,,,,14.755470940357078,medium
"Congo, Rep.",408,1997,1999,3,13898,8.440887935206163,,,,,14.926852150843573,high
"Congo, Rep.",408,2002,2002,1,167,5.117993812416755,,,,6.906000623,15.012572336067967,medium
"Congo, Rep.",408,2016,2016,1,73,4.290459441148391,,,,5.947845376,15.421140429003502,medium
Croatia,389,1992,1995,4,19,1.55814461804655,6.024476743999999,2.4758837862,0.4109707600192539,,15.345911756543332,low
Croatia,390,1992,1993,2,468,5.455321115357702,6.024476743999999,2.8546911666,0.4738488150764451,,15.341667508568147,medium
Croatia,390,1995,1995,1,818,6.706862336602747,5.5873331798,2.4758837862,0.44312442206795777,,15.345911756543332,medium
Croatia,397,1993,1995,3,8,0.9808292530117262,6.741939049,2.4758837862,0.36723615686902955,,15.345911756543332,low
"Congo, Dem. Rep.",265,2013,2014,2,154,4.343805421853684,,,,6.032096376,18.11642806758535,medium
"Congo, Dem. Rep.",265,2020,2020,1,54,3.9889840465642745,,,,5.605310066,18.31043502621331,medium
"Congo, Dem. Rep.",283,1996,2001,6,13738,7.736161525545771,,,,6.943723418,17.695599743427756,high
"Congo, Dem. Rep.",283,2005,2008,4,1211,5.712907382433202,,,,6.010090245,17.916684993412403,medium
"Congo, Dem. Rep.",283,2011,2014,4,2239,6.327490255478864,,,,6.032096376,18.11642806758535,medium
"Congo, Dem. Rep.",287,1994,2006,13,3,-1.466337068793427,,,,6.178188546,17.851131588069904,low
"Congo, Dem. Rep.",314,1994,2011,18,720,3.6888794541139363,,,,6.083969712,18.01654202080662,medium
"Congo, Dem. Rep.",314,2013,2019,7,2035,5.6723409488213825,,,,5.564134104,18.279008510131792,medium
"Congo, Dem. Rep.",374,1996,2002,7,596,4.4443305180100365,,,,6.906000623,17.724963664028,medium
"Congo, Dem. Rep.",374,2009,2012,4,2220,6.318968113746434,,,,6.113175523,18.049917727502226,medium
"Congo, Dem. Rep.",374,2016,2016,1,136,4.912654885736052,,,,5.947845376,18.1822856011505,medium
"Congo, Dem. Rep.",374,2019,2020,2,341,5.1387352967235715,,,,5.605310066,18.31043502621331,medium
"Congo, Dem. Rep.",387,2019,2020,2,4,0.6931471805599453,,,,5.605310066,18.31043502621331,low
"Congo, Dem. Rep.",408,1997,1999,3,33,2.3978952727983707,,,,,17.642402925794098,low
"Congo, Dem. Rep.",429,2007,2008,2,366,5.209486152841421,,,,6.010090245,17.916684993412403,medium
"Congo, Dem. Rep.",429,2017,2017,1,86,4.454347296253507,,,,5.906905873,18.2148706588675,medium
"Congo, Dem. Rep.",429,2020,2020,1,64,4.1588830833596715,,,,5.605310066,18.31043502621331,medium
Djibouti,337,1986,1996,11,66,1.791759469228055,,,,,13.374908825447173,low
Djibouti,379,1991,1994,4,260,4.174387269895637,,,,,13.34128040955652,medium
Djibouti,379,1999,1999,1,25,3.2188758248682006,,,,,13.458797041853074,medium
Djibouti,435,2008,2008,1,35,3.5553480614894135,,,,6.010090245,13.612611938076133,medium
Ecuador,403,1995,1995,1,11,2.3978952727983707,9.4127601102,12.99084298,1.3801311016013955,,16.253954769824833,low
"Egypt, Arab Rep.",391,1993,1998,6,613,4.626605466708156,0.483729133,0.646746135,1.3370005874754705,,18.00819493328629,medium
"Egypt, Arab Rep.",391,2014,2014,1,184,5.214935757608986,2.2743901049999997,,,6.032096376,18.320027664244687,medium
"Egypt, Arab Rep.",391,2017,2019,3,179,4.088773517172645,2.553740796,,,5.564134104,18.42455399322855,medium
El Salvador,316,1979,1991,13,5861,6.111126159014892,,133.01571476666666,,,15.49114623922284,medium
Eritrea,326,1997,1997,1,31,3.4339872044851463,,,,,14.601780072192193,medium
Eritrea,326,1999,1999,1,25,3.2188758248682006,,,,,14.62083039874878,medium
Eritrea,326,2003,2003,1,57,4.04305126783455,,,,6.729341778,14.771395779282495,medium
Eritrea,409,1998,2000,3,19763,8.792954492972324,,,,6.854248582,14.64511553255622,high
Eritrea,409,2016,2016,1,25,3.2188758248682006,,,,5.947845376,,medium
Ethiopia,267,1976,1991,16,41906,7.870595571509272,,,,,17.719702500503683,high
Ethiopia,309,1983,2018,36,2,-2.890371757896165,,,,5.774733653,18.508915131093435,low
Ethiopia,329,1993,1994,2,86,3.7612001156935624,,,,,17.826129122242094,medium
Ethiopia,329,1996,1996,1,27,3.295836866004329,,,,,17.89107200001615,medium
Ethiopia,329,1998,2016,19,1235,4.174387269895637,,,,5.947845376,18.45608129456755,medium
Ethiopia,363,1996,1996,1,25,3.2188758248682006,,,,,17.89107200001615,medium
Ethiopia,391,1993,1998,6,4,-0.40546510810816444,,,,,17.950800691070757,low
Ethiopia,409,1998,2000,3,78429,10.17133674723419,,,,6.854248582,18.008565709011037,high
Ethiopia,413,1983,1992,10,970,4.574710978503383,,,,,17.755607594002992,medium
Ethiopia,413,1994,1995,2,50,3.2188758248682006,,,,,17.85940192895368,medium
Ethiopia,413,1998,2013,16,1047,4.181095488630755,,,,6.032025006,18.37344020499335,medium
Ethiopia,413,2015,2016,2,49,3.1986731175506815,8.792478547,,,5.947845376,18.45608129456755,low
Ethiopia,11447,1991,1991,1,100,4.605170185988092,,,,,17.719702500503683,medium
Ethiopia,14935,2019,2019,1,27,3.295836866004329,,,,5.564134104,18.534712101969923,medium
Georgia,380,1991,1993,3,275,4.518158808998462,4.990388881,7.226083512600001,1.4480000827414476,,15.40700850726571,medium
Georgia,392,1992,1993,2,2177,6.992555880674602,6.3943225990000006,7.226083512600001,1.1300780341814594,,15.40700850726571,high
Georgia,393,1992,1992,1,134,4.897839799950911,6.3943225990000006,9.5349986422,1.4911663424193151,,15.399322922759401,medium
Georgia,393,2004,2004,1,27,3.295836866004329,5.98280051225,7.3294753326,1.2250910451706747,6.504204151,15.183472909898887,medium
Georgia,393,2008,2008,1,621,6.431331081933479,8.0632406765,4.829849939000001,0.5989961273358007,6.010090245,15.16318076795237,medium
Germany,315,1971,1991,21,4,-1.6582280766035324,,2.0808629856,,,18.19771087755406,low
Guatemala,233,1965,1995,31,426,2.620452141784224,,29.736709965999996,,,16.146370716941597,low
Guinea,307,2000,2001,2,647,5.7791991139409555,,,,6.943723418,15.945773770334686,medium
Guinea-Bissau,375,1992,1993,2,2,0.0,,,,,13.858015295877383,low
Guinea-Bissau,410,1998,1999,2,704,5.863631175598097,,,,,13.978592379008873,medium
Haiti,381,1989,1989,1,48,3.871201010907891,,,,,15.746706554306844,medium
Haiti,381,1991,1991,1,160,5.075173815233827,,,,,15.786616468270763,medium
Haiti,381,2004,2004,1,207,5.332718793265369,,5.461338909666666,,6.504204151,16.01795283274485,medium
India,218,1989,1992,4,147,3.6041382256588457,,4.9027999090000005,,,20.628193348691212,medium
India,218,1994,1994,1,6,1.791759469228055,5.2853500425,4.7526159436,0.8992055219396569,,20.667332137778367,low
India,218,1996,2003,8,1450,5.199877293734784,5.1830775074,3.913525245,0.755058213853173,6.729341778,20.828997115263267,medium
India,218,2013,2020,8,491,4.117002586114685,3.7839070714000003,,,5.605310066,21.04535251364671,medium
India,227,1991,1994,4,650,5.090678001769792,5.057039129,4.7526159436,0.9398020901886521,,20.667332137778367,medium
India,251,1992,1997,6,371,4.1244425933793805,5.253497713,4.499614836400001,0.8564988665104994,,20.72416546016407,medium
India,251,2000,2000,1,30,3.4011973816621555,4.7526159436,4.1069368802,0.8641423857803009,6.854248582,20.778298900272627,medium
India,274,2020,2020,1,25,3.2188758248682006,3.127678628,,,5.605310066,21.04535251364671,medium
India,335,1992,1992,1,29,3.367295829986474,5.253497713,4.9027999090000005,0.9332448926108442,,20.628193348691212,medium
India,335,1997,1997,1,72,4.276666119016055,5.0481688936,4.499614836400001,0.8913360331712658,,20.72416546016407,medium
India,335,1999,2004,6,223,3.615412302232064,4.835794546200001,3.843034922,0.7947059961469791,6.504204151,20.845150198212693,medium
India,347,1993,1996,4,103,3.248434627109745,5.323792144666666,4.6104755514,0.866013440441836,,20.705473740138622,medium
India,347,1998,2000,3,116,3.654977902438255,4.9027999090000005,4.1069368802,0.8376717297112114,6.854248582,20.778298900272627,medium
India,347,2003,2009,7,447,4.156648445558256,4.499614836400001,3.7124690259999995,0.8250637356708131,6.066836418,20.920251200178953,medium
India,351,1983,1993,11,8165,6.609716732606195,,4.835794546200001,,,20.647899698556465,medium
India,365,1990,1990,1,30,3.4011973816621555,,5.1830775074,,,20.58776427509815,medium
India,365,1994,2010,17,1105,4.174387269895637,5.2853500425,3.6370137592,0.6881311038917816,6.04961649,20.933754583316006,medium
India,421,1989,1990,2,97,3.8815637979434374,,5.1830775074,,,20.58776427509815,medium
India,421,1994,1994,1,36,3.58351893845611,5.2853500425,4.7526159436,0.8992055219396569,,20.667332137778367,medium
India,421,1996,1999,4,119,3.392829131991639,5.1830775074,4.2327995218,0.8166575776180721,,20.76061764516893,medium
India,421,2001,2004,4,257,4.162781723775329,4.701930365600001,3.843034922,0.8173313135635093,6.504204151,20.845150198212693,medium
India,421,2009,2010,2,130,4.174387269895637,3.913525245,3.6370137592,0.9293446525857276,6.04961649,20.933754583316006,medium
India,421,2013,2014,2,67,3.5115454388310208,3.7839070714000003,3.127678628,0.8265738478727482,6.032096376,20.98224033803682,medium
India,434,2008,2008,1,25,3.2188758248682006,3.9449651024000003,3.7340571716,0.9465374406806057,6.010090245,20.906145373040957,medium
India,11342,2012,2012,1,27,3.295836866004329,3.8004914084,3.3765961204,0.8884630321586598,6.113175523,20.95895456187272,medium
India,11342,2014,2014,1,26,3.258096538021482,3.7340571716,3.127678628,0.8376086611067677,6.032096376,20.98224033803682,medium
India,11475,2000,2001,2,3,0.4054651081081644,4.7526159436,4.014849655400001,0.8447662725212427,6.943723418,20.795586585967893,low
India,13653,2015,2018,4,274,4.22683374526818,3.7124690259999995,2.9540664355,0.7957147695540129,5.774733653,21.02532576315178,medium
Indonesia,291,2018,2018,1,25,3.2188758248682006,,,,5.774733653,19.405267487496396,medium
Indonesia,330,1992,1992,1,39,3.6635616461296463,,,,,19.050567444998176,medium
Indonesia,330,1997,1999,3,107,3.574216545793796,,0.8065529703333333,,,19.15600182559495,medium
Indonesia,366,1990,1991,2,130,4.174387269895637,,,,,19.033657984161707,medium
Indonesia,366,1999,2005,7,3233,6.135255628670119,0.8545405,,,6.293981484,19.237325569529585,medium
"Iran, Islamic Rep.",205,1990,1990,1,31,3.4339872044851463,,,,,17.84738045893517,medium
"Iran, Islamic Rep.",205,1993,1993,1,99,4.59511985013459,,,,,17.90524050587934,medium
"Iran, Islamic Rep.",205,1996,1996,1,23,3.1354942159291497,,,,,17.947390423449388,low
"Iran, Islamic Rep.",205,2016,2016,1,22,3.091042453358316,2.5812707185,2.194371056,0.8501127139718104,5.947845376,18.192072174090598,low
"Iran, Islamic Rep.",205,2018,2018,1,32,3.4657359027997265,2.5812707185,,,5.774733653,18.219790295457397,medium
"Iran, Islamic Rep.",271,1995,1996,2,11,1.7047480922384253,,,,,17.947390423449388,low
"Iran, Islamic Rep.",338,1991,1991,1,44,3.784189633918261,,,,,17.870404147191998,medium
"Iran, Islamic Rep.",338,1993,1993,1,54,3.9889840465642745,,,,,17.90524050587934,medium
"Iran, Islamic Rep.",338,1997,1997,1,37,3.6109179126442243,,,,,17.960806581989157,medium
"Iran, Islamic Rep.",338,1999,2001,3,171,4.04305126783455,,,,6.943723418,18.011946964553974,medium
"Iran, Islamic Rep.",338,2005,2011,7,709,4.617945377476814,,2.5812707185,,6.083969712,18.128119574709203,medium
"Iran, Islamic Rep.",14268,2017,2017,1,27,3.295836866004329,2.5812707185,2.194371056,0.8501127139718104,5.906905873,18.20592551210727,medium
Iraq,205,1993,1993,1,11,2.3978952727983707,6.947431332666667,6.484351474,0.9333451693881053,,16.75758289674003,low
Iraq,205,1996,1996,1,4,1.3862943611198906,6.6298800057500005,,,,16.84964941528121,low
Iraq,205,2016,2016,1,8,2.0794415416798357,9.033394991666666,,,5.947845376,17.415849247990298,low
Iraq,205,2018,2018,1,12,2.4849066497880004,10.07025321,,,5.774733653,17.464442739044213,low
Iraq,259,1991,1996,6,993,5.1089711948171175,6.705278277,,,,16.84964941528121,medium
Iraq,271,1973,1992,20,1417,4.260564966136689,,6.1912521510000005,,,16.728010124536247,medium
Iraq,271,1995,1996,2,607,5.715381610499553,6.6449596600000005,,,,16.84964941528121,medium
Iraq,338,1991,1991,1,1,0.0,6.705278277,6.657921723,0.9929374215291796,,16.699722102872226,low
Iraq,338,1993,1993,1,22,3.091042453358316,6.947431332666667,6.484351474,0.9333451693881053,,16.75758289674003,low
Iraq,338,1997,1997,1,1,0.0,6.657921723,,,,16.880749257780053,low
Iraq,338,1999,2001,3,16,1.6739764335716716,6.484351474,,,6.943723418,17.002201067924418,low
Iraq,338,2005,2011,7,32,1.519825753744413,,9.2637233205,,6.083969712,17.240597140136835,low
Iraq,354,1984,2013,30,3439,4.741738628770111,,,,6.032025006,17.31676625342284,medium
Iraq,371,1990,1991,2,21252,9.271059107010888,,6.657921723,,,16.699722102872226,high
Iraq,420,2003,2003,1,7927,8.978029932837156,,16.19122898,,6.729341778,17.05983979862161,high
Iraq,13902,2015,2017,3,49,2.793208009442517,9.037000787,,,5.906905873,17.44125820771715,low
Israel,234,2000,2012,13,4045,5.7402874720310555,2.4030700946,1.4340472048,0.5967562943846224,6.113175523,15.883701548871256,medium
Israel,234,2014,2014,1,2370,7.7706452341291765,1.866156185,1.400899807,0.750687331671545,6.032096376,15.921557515805082,high
Israel,234,2018,2019,2,101,3.9219733362813143,1.4340472048,,,5.564134104,16.018717206978042,medium
Israel,426,1990,1999,10,10,0.0,,2.8710705628,,,15.627889314395064,low
Israel,426,2006,2006,1,219,5.389071729816501,2.8707238696000004,1.9377552427999998,0.6750057932496314,6.178188546,15.769062859812223,medium
Cote d'Ivoire,341,1989,1990,2,8,1.3862943611198906,,,,,16.29413694478679,low
Cote d'Ivoire,419,2002,2004,3,810,5.598421958998375,,,,6.504204151,16.704241692996664,medium
Cote d'Ivoire,419,2011,2011,1,98,4.584967478670572,,,,6.083969712,16.861396446718135,medium
Jordan,13886,2016,2016,1,34,3.5263605246161616,1.8112199818,1.2310798506666665,0.6796964825019282,5.947845376,16.07250040758971,medium
Kenya,329,1998,2016,19,1,-2.9444389791664407,,4.07348155075,,5.947845376,17.70838195653644,low
Kenya,413,1998,2013,16,28,0.5596157879354227,,4.8629065123999995,,6.032025006,17.633662040225186,low
Kenya,413,2015,2016,2,1,-0.6931471805599453,5.0328433404999995,4.07348155075,0.8093797631192134,5.947845376,17.70838195653644,low
Kuwait,371,1990,1991,2,1504,6.62273632394984,,0.983490876,,,14.524185063254032,medium
Kyrgyz Republic,415,1999,2000,2,188,4.543294782270004,10.6436834502,8.475707348,0.7963133615967072,6.854248582,15.404419179145881,medium
Lao PDR,262,1989,1990,2,279,4.93806460126142,,,,,15.264420733630493,medium
Lebanon,260,1989,1990,2,1411,6.558906771292869,,,,,14.846212246421395,medium
Lebanon,426,1990,1999,10,699,4.247065649239764,,,,,15.136669419790588,medium
Lebanon,426,2006,2006,1,588,6.376726947898627,,3.3434431632500003,,6.178188546,15.375707804768396,medium
Lebanon,13675,2014,2015,2,202,4.61512051684126,3.4055137095999997,2.8289870901999996,0.8307078847532471,5.911968893,15.692327983608823,medium
Lebanon,13675,2017,2017,1,70,4.248495242049359,3.6727600445999995,2.3458544086666664,0.6387170357387597,5.906905873,15.735278090109448,medium
Lesotho,411,1998,1998,1,78,4.356708826689592,40.623360129999995,,,,14.50741897156916,medium
Liberia,341,1989,1990,2,366,5.209486152841421,,,,,14.545913541736489,medium
Liberia,341,2000,2003,4,2677,6.506157682400462,,3.8972646325,,6.729341778,14.939483528697567,medium
Liberia,382,1991,2001,11,5,-0.7884573603642702,,,,6.943723418,14.898646368045883,low
Libya,11346,2011,2011,1,3762,8.232706009860976,,,,6.083969712,15.647682017672414,high
Libya,11346,2013,2015,3,461,5.034785754328539,,,,5.911968893,15.674666180158022,medium
Libya,11346,2017,2017,1,308,5.730099782973574,,,,5.906905873,15.69965517568476,medium
Libya,11346,2019,2020,2,2256,7.028201432058005,,,,5.605310066,15.74286198289783,high
Libya,13694,2015,2019,5,1979,5.980909033168466,,,,5.564134104,15.729111925620474,medium
North Macedonia,417,2001,2001,1,72,4.276666119016055,2.190837772,2.73724338225,1.2494048702434002,6.943723418,14.525948389919638,medium
Malaysia,308,1993,2020,28,1,-3.332204510175204,1.9118331276666665,,,5.605310066,17.292618985265726,low
Malaysia,11487,2013,2013,1,70,4.248495242049359,2.0099711028000002,,,6.032025006,17.198846808406437,medium
Mali,372,1990,1991,2,516,5.552959584921617,,,,,15.971395414190361,medium
Mali,372,1994,1994,1,106,4.663439094112067,,,,,16.049269872653383,medium
Mali,372,2007,2009,3,190,4.148411783492376,,,,6.066836418,16.495259153555185,medium
Mali,372,2012,2012,1,131,4.875197323201151,,,,6.113175523,16.586816708059928,medium
Mali,372,2014,2015,2,148,4.30406509320417,,,,5.911968893,16.67420656112197,medium
Mali,386,1991,2018,28,12,-0.8472978603872037,,,,5.774733653,16.764033554587847,low
Mali,442,2010,2010,1,28,3.332204510175204,,,,6.04961649,16.526845491753797,medium
Mali,11347,2009,2009,1,87,4.465908118654584,,,,6.066836418,16.495259153555185,medium
Mali,13611,2015,2015,1,44,3.784189633918261,,,,5.911968893,16.67420656112197,medium
Mauritania,442,2010,2010,1,1,0.0,,,,6.04961649,15.066615009022481,low
Mexico,400,1994,1994,1,145,4.976733742420574,18.0279902125,14.741932151999999,0.8177246591679664,,18.31705645351618,medium
Mexico,400,1996,1996,1,37,3.6109179126442243,17.889392268,12.443294378,0.6955683117451779,,18.34968993148131,medium
Moldova,394,1992,1992,1,585,6.371611847231857,6.6356965025,9.248064578200001,1.3936840804451787,,14.90647030716676,medium
Morocco,331,1975,1989,15,207,2.624668592163159,,0.5242053762000001,,,17.008273345916944,low
Mozambique,332,1977,1992,16,4361,5.607867945602985,,,,,16.44061376581328,medium
Mozambique,332,2013,2014,2,72,3.58351893845611,3.8224434069999997,,,6.032096376,17.084554340265846,medium
Mozambique,332,2016,2016,1,55,4.007333185232471,3.510077519,,,5.947845376,17.141622618227622,medium
Mozambique,332,2018,2019,2,150,4.31748811353631,,,,5.564134104,17.2288355354807,medium
Myanmar,221,1994,1995,2,135,4.212127597878484,4.949777899,2.228182211,0.45015801849415465,,17.597461278294066,medium
Myanmar,221,1997,1998,2,77,3.6506582412937387,3.67412594,1.86524843175,0.5076713379482033,,17.63566429685021,medium
Myanmar,221,2000,2011,12,1073,4.493307092842699,3.67412594,2.3956923606,0.6520441595423373,6.083969712,17.747152095312714,medium
Myanmar,221,2013,2013,1,41,3.713572066704308,1.9556972714,2.2659629503333334,1.15864708892866,6.032025006,17.763913013207894,medium
Myanmar,222,1990,1992,3,75,3.2188758248682006,,3.67412594,,,17.562698683562555,medium
Myanmar,222,1994,1994,1,25,3.2188758248682006,4.949777899,3.67412594,0.7422809699688305,,17.58558792147999,medium
Myanmar,222,2013,2015,3,172,4.048882188145344,1.9556972714,1.1338204239999998,0.5797525213032313,5.911968893,17.77976017810103,medium
Myanmar,222,2017,2019,3,141,3.8501476017100584,2.3956923606,0.009189522,0.0038358522785031084,5.564134104,17.805335399109847,medium
Myanmar,223,1991,1991,1,25,3.2188758248682006,4.949777899,3.67412594,0.7422809699688305,,17.550562276345513,medium
Myanmar,223,1994,1994,1,109,4.6913478822291435,4.949777899,3.67412594,0.7422809699688305,,17.58558792147999,medium
Myanmar,223,2016,2020,5,1145,5.43372200355424,2.3578037576,,,5.605310066,17.812054732386205,medium
Myanmar,224,1990,1990,1,112,4.718498871295094,,3.67412594,,,17.537224704862272,medium
Myanmar,224,1996,1996,1,80,4.382026634673881,3.67412594,2.083913966,0.5671863186050721,,17.609925080000902,medium
Myanmar,231,2011,2019,9,1391,5.040553614587224,1.6003813411999999,0.009189522,0.00574208269205982,5.564134104,17.805335399109847,medium
